0.000000000000000000e+00 8.726646259971647390e-02 8.726646259971647390e-02 8.726646259971647390e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.904880441818793124e-02 8.726823225723565058e-02 8.728661196199770378e-02 8.726661691432205381e-02 8.494410995001738134e-09 9.009050880920028140e-09 6.414616423575241387e-09
2.095368486000672437e-01 8.728593873499698730e-02 8.748811438727839562e-02 8.726816959067194845e-02 9.343983092827940821e-08 9.910869040792048417e-08 7.056167035864946051e-08
2.114417290418860063e+00 8.746399588254559487e-02 8.950401936135253533e-02 8.728464989179100797e-02 9.430252212484600914e-07 1.001018225786682028e-06 7.121214113053172443e-07
1.000000000000000000e+01 8.822048270294501060e-02 9.786628568611013823e-02 8.737136438198346566e-02 4.462586360910043646e-06 4.752296846267315132e-06 3.369715876434535204e-06
1.001906791661912166e+01 8.822235016865222212e-02 9.788653968316063381e-02 8.737161025933569414e-02 4.471101940003386547e-06 4.761402215038854190e-06 3.376145586100307060e-06
1.020974708281033827e+01 8.824103505062484698e-02 9.808908854068990046e-02 8.737407865841798071e-02 4.556259071074941427e-06 4.852465059540001408e-06 3.440443607780989812e-06
1.211653874472250436e+01 8.842890851245252537e-02 1.001154662852231092e-01 8.739972577630522599e-02 5.407964590811065620e-06 5.764009220448370311e-06 4.083516568749610518e-06
2.000000000000000000e+01 8.922562484740624578e-02 1.085105470332521083e-01 8.752440130923001826e-02 8.931873391412110030e-06 9.550381959017889718e-06 6.744056778177600004e-06
2.001908654040510882e+01 8.922759317260663126e-02 1.085309059455127068e-01 8.752473969187891945e-02 8.940410209382747151e-06 9.559583638045102033e-06 6.750501760011222791e-06
2.020995194445619703e+01 8.924728697735605232e-02 1.087345040381845485e-01 8.752813324785888027e-02 9.025779759653362251e-06 9.651609606269248440e-06 6.814952540145952430e-06
2.211860598496707908e+01 8.944528249336708425e-02 1.107713824297037741e-01 8.756304239305860715e-02 9.879612515730535431e-06 1.057278708907592198e-05 7.459556773685572706e-06
3.000000000000000000e+01 9.028342552018808753e-02 1.191995744089957981e-01 8.772599798566098339e-02 1.340799981900864193e-05 1.439427178876882991e-05 1.012319718681568815e-05
3.001910466508890352e+01 9.028549780379337142e-02 1.192200384873782909e-01 8.772642989674653280e-02 1.341655794326454873e-05 1.440356971542241531e-05 1.012965762956162531e-05
3.021015131597793868e+01 9.030623152632466510e-02 1.194246883226370293e-01 8.773075885001656304e-02 1.350214058696476409e-05 1.449655817602788956e-05 1.019426305708117973e-05
3.212061782486829031e+01 9.051465963833843498e-02 1.214720922671814751e-01 8.777503332824033999e-02 1.435810733592653953e-05 1.542736216149108021e-05 1.084041760137467169e-05
