0.000000000000000000e+00 8.718410989967695368e-02 8.754092216896755541e-02 8.921499364638611762e-02 1.745329251994329591e-03 -1.745329251994329591e-03 2.617993877991494061e-03
1.904880441818793124e-02 8.371585701398813473e-02 8.923229618297401355e-02 8.969458741564920179e-02 1.745337746405324500e-03 -1.745320242943448636e-03 2.618000292607917598e-03
2.095368486000672437e-01 8.828334451751676526e-02 8.722207420297953262e-02 8.708097542048177930e-02 1.745422691825257834e-03 -1.745230143303921639e-03 2.618064439661852739e-03
2.000000000000000000e+00 8.809081214373026825e-02 9.110370825723958232e-02 8.685768217502588817e-02 1.746221239838039244e-03 -1.744382454141094572e-03 2.618667459309725106e-03
2.019052665444314609e+00 8.748295299298297634e-02 8.727261690352978996e-02 8.558742190851693910e-02 1.746229738476880091e-03 -1.744373425828605250e-03 2.618673876930952948e-03
2.209579319887460702e+00 8.656105508616081246e-02 8.774423399568929971e-02 8.566518300057821000e-02 1.746314726181274731e-03 -1.744283133567394893e-03 2.618738054039882607e-03
4.000000000000000000e+00 8.561550945988560812e-02 9.036239301824275372e-02 8.637053690765232605e-02 1.747113491295971795e-03 -1.743433825858471415e-03 2.619341220220631518e-03
4.019056507256293820e+00 8.629493989907416340e-02 9.149858184219021584e-02 8.558965053511838339e-02 1.747121994165559255e-03 -1.743424778282964263e-03 2.619347640853507582e-03
4.209621579819232018e+00 8.958196708887497528e-02 8.898628094297082736e-02 8.653273194023132497e-02 1.747207024183438642e-03 -1.743334293386168687e-03 2.619411848085927315e-03
6.000000000000000000e+00 8.971287482773702970e-02 9.207757406771477360e-02 8.695258442418937750e-02 1.748006007466972218e-03 -1.742483366800191748e-03 2.620015162054692860e-03
6.019060329775891560e+00 8.895082015195765468e-02 9.199484411761932323e-02 8.838548546522773108e-02 1.748014514570194388e-03 -1.742474299960680576e-03 2.620021585706139560e-03
6.209663627534807162e+00 8.500961618576226286e-02 9.417804993131839719e-02 8.587648267145060743e-02 1.748099586930453161e-03 -1.742383622418630217e-03 2.620085823131325983e-03
8.000000000000000000e+00 8.605333694711417292e-02 9.523566718289451505e-02 8.594767871917859126e-02 1.748898789452257938e-03 -1.741531076655247409e-03 2.620689286153124464e-03
8.019064132923698907e+00 8.634318133921244087e-02 9.773999223265580905e-02 8.711619250864140185e-02 1.748907300791987954e-03 -1.741521990551171900e-03 2.620695712830141411e-03
8.209705462160687972e+00 8.566747713960108646e-02 9.652757319025109806e-02 8.547361569594001673e-02 1.748992415523368963e-03 -1.741431120358457024e-03 2.620759980518153499e-03
1.000000000000000000e+01 9.165625722077226645e-02 9.831383911921816321e-02 8.738967021722381101e-02 1.749791838355239503e-03 -1.740576955148062177e-03 2.621363593867928610e-03
1.001906791661912166e+01 8.878565480540684396e-02 9.842788662079178519e-02 8.514543086529625937e-02 1.749800353934332937e-03 -1.740567849779290710e-03 2.621370023577594341e-03
1.020974708281033827e+01 9.034049997117254982e-02 1.000680236997282396e-01 8.693375952788046090e-02 1.749885511065404475e-03 -1.740476786934789600e-03 2.621434321599275166e-03
1.200000000000000000e+01 8.944074628314301056e-02 9.835545593775731066e-02 8.674709149163387090e-02 1.750685155281341259e-03 -1.739621002038664165e-03 2.622038086561952197e-03
1.201907168078036747e+01 8.739195672753743982e-02 9.933444672001900955e-02 8.661616955689165065e-02 1.750693675102633949e-03 -1.739611877405496413e-03 2.622044519311423315e-03
1.220978848858404220e+01 8.848381999336490944e-02 1.006541194317158855e-01 8.943637904685908246e-02 1.750778874661765901e-03 -1.739520621912402695e-03 2.622108847738399608e-03
1.400000000000000000e+01 8.714830324604823375e-02 9.946467733921333931e-02 8.850316079203812691e-02 1.751578741337820070e-03 -1.738663217122857554e-03 2.622712765608937926e-03
1.401907542532443429e+01 8.955376894363036022e-02 1.013794501609688592e-01 8.805811849556359483e-02 1.751587265404125739e-03 -1.738654073226027523e-03 2.622719201405450395e-03
1.420982967856877721e+01 8.994527429203663660e-02 1.026196796013605639e-01 8.594031438330737571e-02 1.751672507419465728e-03 -1.738562625091879220e-03 2.622783560310133853e-03
1.600000000000000000e+01 9.061174788058100338e-02 1.045932433036673159e-01 9.126884190565642818e-02 1.752472597633583391e-03 -1.737703600232396502e-03 2.623387632393579805e-03
1.601907915016709438e+01 8.937865201680778027e-02 1.001671599400712348e-01 8.720158994644507111e-02 1.752481125947691473e-03 -1.737694437073075346e-03 2.623394071244447220e-03
1.620987065183803821e+01 8.938127139243572106e-02 1.039043174876065623e-01 8.520127382354046597e-02 1.752566410447141225e-03 -1.737602796309782203e-03 2.623458460700035366e-03
