0.000000000000000000e+00 8.726646259971647390e-02 8.726646259971647390e-02 8.726646259971647390e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.904880441818793124e-02 8.726823225723565058e-02 8.728661196199770378e-02 8.726661691432205381e-02 8.494410995001738134e-09 9.009050880920028140e-09 6.414616423575241387e-09
2.095368486000672437e-01 8.728593873499698730e-02 8.748811438727839562e-02 8.726816959067194845e-02 9.343983092827940821e-08 9.910869040792048417e-08 7.056167035864946051e-08
2.000000000000000000e+00 8.745324978446952779e-02 8.938288811890571228e-02 8.728361103201341675e-02 8.919878437096453077e-07 9.467978532349844377e-07 6.735813182309655463e-07
2.017729878004922650e+00 8.745479754766825875e-02 8.940162781722989227e-02 8.728365959156371423e-02 -1.117041802671773991e-05 -3.535613090828114809e-06 -1.155970843266178571e-05
2.195028658054149151e+00 8.745741092530914806e-02 8.958571257172365243e-02 8.727183207615356320e-02 -1.317945835795675561e-04 -4.835956698987357882e-05 -1.338925509779699660e-04
3.968016458546414160e+00 8.619476384431468130e-02 9.109465628025598116e-02 8.592227538715774271e-02 -1.338150206726024943e-03 -4.964447491641575411e-04 -1.357163509004009070e-03
4.000000000000000000e+00 8.615043389328266854e-02 9.111630994726924171e-02 8.587737920830368354e-02 -1.359915712693776126e-03 -5.045230017929411151e-04 -1.379228684682982323e-03
4.016051664814591859e+00 8.612787481471755047e-02 9.112714876363710303e-02 8.585454737880937603e-02 -1.373396495766997585e-03 -5.031038391923090382e-04 -1.393927334435483096e-03
4.176568312960510454e+00 8.588917473773573230e-02 9.123787220777848650e-02 8.561336010981543398e-02 -1.508205555383909527e-03 -4.889075835306880844e-04 -1.540913277068008168e-03
5.781734794419696399e+00 8.218893918306077739e-02 9.257476685726200027e-02 8.191417301111257598e-02 -2.856384132220056958e-03 -3.463131378798439382e-04 -3.010734023586993623e-03
6.000000000000000000e+00 8.150099491329074186e-02 9.278804519538162709e-02 8.123030269814451865e-02 -3.039711843750812770e-03 -3.268084732474052317e-04 -3.210592576977873858e-03
6.013975405695460630e+00 8.145542098263128250e-02 9.280198102581493913e-02 8.118502335197338993e-02 -3.053394856356785904e-03 -3.214885746768180504e-04 -3.225942094115591494e-03
6.153729462650066928e+00 8.098802668581100983e-02 9.294625978867725180e-02 8.072074868323261820e-02 -3.190222478497708840e-03 -2.682803334195171742e-04 -3.379438525462820624e-03
7.551270032196129911e+00 7.514558127966047829e-02 9.487505219673628143e-02 7.492758180884248609e-02 -4.558127768057133877e-03 2.648835101374061589e-04 -4.914584363070802209e-03
8.000000000000000000e+00 7.281739112129036184e-02 9.567834338012787265e-02 7.262249095185618897e-02 -4.997139559786958375e-03 4.365686253342765735e-04 -5.407594864107620469e-03
