0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.838131594019395409e+00 -5.825685211203868175e-01 -2.070955338259038658e+00
2.000000000000000000e+00 -2.268272332562113913e+00 2.016878958918395526e-01 -2.748412181053069059e+00
4.000000000000000000e+00 -2.643970843340935239e+00 8.714866954619893136e-01 -3.296375808714033795e+00
6.000000000000000000e+00 -2.885546262267640216e+00 1.316507610030041908e+00 -3.833707781795411051e+00
8.000000000000000000e+00 -3.097945985140699410e+00 1.696081112689794779e+00 -4.190544548396533564e+00
1.000000000000000000e+01 -3.152371300736531268e+00 1.934681389130529894e+00 -4.539487892319094442e+00
1.200000000000000000e+01 -3.247882914315060265e+00 2.033728607010215406e+00 -4.759560960560991205e+00
1.400000000000000000e+01 -3.264984794812357816e+00 2.057338694634253340e+00 -4.936989311105040024e+00
1.600000000000000000e+01 -3.199988847117095858e+00 1.920524888959179055e+00 -5.053218370996507502e+00
1.800000000000000000e+01 -3.042615898262022167e+00 1.817739245657399527e+00 -5.109040909288655286e+00
2.000000000000000000e+01 -2.950562187140986836e+00 1.593524001578045635e+00 -5.095949210474311819e+00
2.200000000000000000e+01 -2.797983363435558868e+00 1.313432025056402885e+00 -5.064795890980255066e+00
2.400000000000000000e+01 -2.671103623218731737e+00 9.718174535767727384e-01 -4.971757651641063092e+00
2.600000000000000000e+01 -2.468897829132957966e+00 6.139604156128131152e-01 -4.830661788515189237e+00
2.800000000000000000e+01 -2.125939531983990882e+00 2.831842205066812390e-01 -4.667125954876688354e+00
3.000000000000000000e+01 -1.809525884807030138e+00 -4.377748158876437756e-02 -4.485885296045427850e+00
3.200000000000000000e+01 -1.313533141211213007e+00 -3.992487624268021840e-01 -4.184567086517361645e+00
3.400000000000000000e+01 -8.466746870567778416e-01 -7.095263676182375079e-01 -3.854392064132394324e+00
3.600000000000000000e+01 -1.238387085160947976e-01 -9.447512836987205231e-01 -3.528500936705565749e+00
3.800000000000000000e+01 5.750149579380323672e-01 -1.238059495123494003e+00 -3.177638569918753930e+00
4.000000000000000000e+01 1.399861725874856688e+00 -1.268479551400889527e+00 -2.946449061116812373e+00
4.200000000000000000e+01 2.241306669098648285e+00 -1.227988833286586923e+00 -2.775571775730195867e+00
4.400000000000000000e+01 3.096190585337055268e+00 -1.031653421842452456e+00 -2.671741824276899990e+00
4.600000000000000000e+01 4.033508791077364819e+00 -7.323292096794302708e-01 -2.800252205284717633e+00
4.800000000000000000e+01 5.020596853701816187e+00 -7.636108396109175800e-03 -3.127096297690041382e+00
5.000000000000000000e+01 6.021952426902028144e+00 8.617041025585989722e-01 -3.637566988408707402e+00
5.200000000000000000e+01 7.068993825483220306e+00 2.281402368783522761e+00 -4.378945067438881011e+00
5.400000000000000000e+01 8.130251743303603007e+00 4.268833822958180590e+00 -5.392263903794443536e+00
5.600000000000000000e+01 8.561623886610874479e+00 6.901292220753440176e+00 -6.079086781178926202e+00
5.800000000000000000e+01 7.970296532236978315e+00 1.023592653875142666e+01 -5.983828046947547108e+00
6.000000000000000000e+01 4.622654021298559179e+00 1.399136908501934151e+01 -3.317157893386067258e+00
6.200000000000000000e+01 -2.009353339556270157e+00 1.680231977373298946e+01 2.591668964693855770e+00
6.400000000000000000e+01 -9.451346315447358037e+00 1.787429967941064390e+01 9.268400951952795452e+00
6.600000000000000000e+01 -1.524346425898967183e+01 1.702313747693322199e+01 1.371908388621979213e+01
6.800000000000000000e+01 -1.926958013281774029e+01 1.505508819455178227e+01 1.531436241453078040e+01
7.000000000000000000e+01 -2.258835435070615105e+01 1.219248358543303823e+01 1.471151671298549601e+01
7.200000000000000000e+01 -2.624595327491689289e+01 8.483174444273085868e+00 1.248183780874738602e+01
7.400000000000000000e+01 -3.081295420324213907e+01 3.985415769613274151e+00 8.524136594960488367e+00
7.600000000000000000e+01 -3.706901782265416045e+01 -1.808470279954212501e+00 2.313520096478036692e+00
7.800000000000000000e+01 -4.516346083030558844e+01 -9.737800484842132676e+00 -6.939932747289311976e+00
8.000000000000000000e+01 -5.181716991194189603e+01 -2.136065399082188776e+01 -1.627022921250112120e+01
8.200000000000000000e+01 -3.026679592142470909e+01 -3.506585642360694521e+01 9.165364843043022347e-01
8.400000000000000000e+01 6.939080385091251912e+00 -4.334505527404333236e+01 3.545705042311070088e+01
8.600000000000000000e+01 2.574490461999156565e+01 -5.077926656501423253e+01 5.652079402752826098e+01
8.800000000000000000e+01 3.752618543127295681e+01 -5.993481122952361773e+01 7.491127957421289807e+01
9.000000000000000000e+01 5.702710692732944153e+01 -7.046308413099080781e+01 1.042726866251574904e+02
9.200000000000000000e+01 1.370271405890397318e+02 -7.535775123227372774e+01 1.993967260561441321e+02
9.400000000000000000e+01 3.249108051731497540e+02 3.264891544327315387e+01 4.219492060208849580e+02
9.600000000000000000e+01 7.012395037967394273e+00 1.248684959966534791e+02 1.860752419803067141e+02
9.800000000000000000e+01 -1.310916570474260539e+02 9.195238836662832682e+01 2.690252287333252639e+02
1.000000000000000000e+02 -1.162555471004104959e+02 -1.506575056954810918e+02 2.668192741440684586e+02
1.020000000000000000e+02 2.468110292884486228e+02 -1.913988880372857579e+02 4.543549388629473924e+02
1.040000000000000000e+02 -8.631132242417018574e+01 2.120915414033310356e+02 3.951980278608441495e+02
1.060000000000000000e+02 -1.235567735353372854e+01 -2.939758606261994487e+02 3.904863285326742925e+02
1.080000000000000000e+02 -8.205700806450437312e+01 2.878087202265499513e+02 5.480364706492748610e+02
1.100000000000000000e+02 4.865472435944298581e+02 -1.910719907723039910e+02 9.544533716799894592e+02
1.120000000000000000e+02 -3.003215104143475145e+00 -4.712831034901881821e+02 7.128311959881781377e+02
1.140000000000000000e+02 -6.485061855811187570e+01 -5.460531913086684881e+02 8.425326365707674086e+02
1.160000000000000000e+02 4.151436581700473880e+02 -5.737584701915351388e+02 1.329407710257558392e+03
1.180000000000000000e+02 -2.257523438787049486e+02 6.871179963573292753e+02 1.298135791898244634e+03
1.200000000000000000e+02 1.122393454392229614e+03 -2.039082653018049598e+02 2.194321048539404728e+03
1.220000000000000000e+02 1.983042236958948024e+03 -2.818105055947618354e+01 3.554089484626709236e+03
1.240000000000000000e+02 -4.976126803962262670e+02 -1.331228381241191300e+03 2.580218961666236282e+03
1.260000000000000000e+02 3.990024618747682325e+03 -1.917465202154788884e+01 6.559814738650676190e+03
1.280000000000000000e+02 -1.038435878963397954e+03 2.069711121895339602e+03 4.351168806807557303e+03
1.300000000000000000e+02 6.485228723985030683e+02 -2.697817168445539664e+03 4.489627723757515014e+03
1.320000000000000000e+02 8.388858975489407612e+02 2.950617161292787387e+03 5.777240662000940574e+03
1.340000000000000000e+02 -1.800501456169308085e+03 -3.311785773022906142e+03 7.204357721367668091e+03
1.360000000000000000e+02 -6.908205393542176353e+03 -3.152223639455643820e+02 1.281165266903966221e+04
1.380000000000000000e+02 -8.162324447660869737e+03 1.870313167315217925e+03 1.556876764643015122e+04
1.400000000000000000e+02 -7.719019715265305422e+03 5.017854032760642440e+03 1.772037142857280560e+04
1.420000000000000000e+02 8.458823926728069637e+03 -6.392499185197905717e+03 2.014663237184980608e+04
1.440000000000000000e+02 -1.216795089513268613e+04 7.078484536427742569e+03 2.709280149290522968e+04
1.460000000000000000e+02 1.769420855485740321e+04 -6.663317617527165567e+03 3.522519360029465315e+04
1.480000000000000000e+02 1.880750516317251459e+04 1.059676828699994803e+04 4.085626745338454930e+04
