0.000000000000000000e+00 8.662111112082633568e-02 8.913375873249419767e-02 8.728744258727520744e-02 1.745329251994329591e-03 -1.745329251994329591e-03 2.617993877991494061e-03
1.904880441818793124e-02 8.680593679482967451e-02 9.055269116508948835e-02 8.551083025935424242e-02 1.745337746405324500e-03 -1.745320242943448636e-03 2.618000292607917598e-03
2.095368486000672437e-01 8.841078484862552322e-02 9.082683522493013861e-02 8.772574715888928343e-02 1.745422691825257834e-03 -1.745230143303921639e-03 2.618064439661852739e-03
2.000000000000000000e+00 8.663414438161941289e-02 9.201795115249698787e-02 8.611862082941272589e-02 1.746221239838039244e-03 -1.744382454141094572e-03 2.618667459309725106e-03
2.018016520618676868e+00 9.043556925200610386e-02 9.092521413367050942e-02 8.608771294236516880e-02 1.736595210924958121e-03 -1.751729337318203581e-03 2.609455243266125667e-03
2.198181726805445546e+00 8.891922183374996458e-02 8.949227936569865982e-02 8.610492476772188541e-02 1.640334786749848665e-03 -1.825198071328709747e-03 2.517333156261984759e-03
3.999833788673132329e+00 8.552202348142469435e-02 8.742310482023626927e-02 8.757913186541814443e-02 6.775878007610920944e-04 -2.559791001374201597e-03 1.596188729427844635e-03
4.000000000000000000e+00 8.121486291471259611e-02 8.830243158432952988e-02 8.571967171299395283e-02 6.774989598692471391e-04 -2.559858756256032548e-03 1.596103761447689381e-03
4.017264182044958609e+00 8.757741140462668716e-02 9.005815313767627506e-02 8.494243426320728652e-02 6.701558065013496143e-04 -2.565581590860545758e-03 1.588564533667167740e-03
4.189906002494544701e+00 8.573125703131839748e-02 9.212732105137984295e-02 8.418402486284475017e-02 5.967212208884472169e-04 -2.622807953297002538e-03 1.513173828813512865e-03
5.916324206990405621e+00 8.355157887597723654e-02 9.229636033441078469e-02 8.401446397833839397e-02 -1.380087366870171722e-04 -3.194822584634912470e-03 7.594634206797030301e-04
6.000000000000000000e+00 8.043196435055544047e-02 9.038787698198330611e-02 8.155722665224851564e-02 -1.736410374940952715e-04 -3.222532985177353065e-03 7.229436564459596360e-04
6.015541262587854376e+00 8.082908468747383723e-02 9.404770393990866117e-02 8.284648367218618026e-02 -1.791504579767004991e-04 -3.227123381503629613e-03 7.173902319567190648e-04
6.170953888466398141e+00 8.459767008281467160e-02 8.922578700895704429e-02 8.356269636195866324e-02 -2.342484767886741318e-04 -3.273024966734862547e-03 6.618579403773940800e-04
7.725080147251835783e+00 8.191314550494220581e-02 8.981897718806010344e-02 7.938639176951202414e-02 -7.856519715725041476e-04 -3.731777825304701673e-03 1.067516784072938645e-04
8.000000000000000000e+00 7.859591556415930491e-02 8.678203980677318130e-02 7.566985538710217785e-02 -8.832826766351070929e-04 -3.812874443897286934e-03 8.600844017528710972e-06
8.014556161119461564e+00 7.824673842142329527e-02 9.100845433592293088e-02 7.876748941284875127e-02 -8.875075607132274207e-04 -3.816281347302879524e-03 4.490391001761139672e-06
8.160117772314077200e+00 7.985605533999201588e-02 8.807200930792523363e-02 7.735144156211454236e-02 -9.297600618180074886e-04 -3.850348091303914914e-03 -3.661224011473505555e-05
9.615733884260233566e+00 7.576004057977160644e-02 8.643618840349918953e-02 7.313531500799949625e-02 -1.352672620708244644e-03 -4.190773127688076326e-03 -4.474372750554135234e-04
1.000000000000000000e+01 7.192625396696798734e-02 8.611831459555209511e-02 7.269890373036928810e-02 -1.464442299612765631e-03 -4.280562941075732007e-03 -5.558251205305471572e-04
1.001395350803038475e+01 7.308931845060491483e-02 8.582245542731924137e-02 7.280188508662031877e-02 -1.467447499356544808e-03 -4.283301715173716030e-03 -5.590542530900955570e-04
1.015348858833423229e+01 7.168013324691208110e-02 8.986498682144540562e-02 7.006013126680356307e-02 -1.497502900671372284e-03 -4.310687461759528730e-03 -5.913438946713160151e-04
1.154883939137270765e+01 6.674872447918581142e-02 8.614527208529117186e-02 7.040408726172174558e-02 -1.798410276865814198e-03 -4.584338304761923465e-03 -9.140656649557249609e-04
1.200000000000000000e+01 6.619355130071791216e-02 8.732399048108886730e-02 6.272834772307946116e-02 -1.895846965095867231e-03 -4.672734234176626443e-03 -1.018340669703419847e-03
1.201355637899115791e+01 6.624740303403636732e-02 8.644965463679259166e-02 6.388983695886540914e-02 -1.897955153643456896e-03 -4.675083010879310490e-03 -1.020506386424333521e-03
1.214912016890273705e+01 6.393651935607073955e-02 8.161747899107103799e-02 6.318434964416960731e-02 -1.919039957320488711e-03 -4.698569268945346558e-03 -1.042162087904614266e-03
1.350475806801852841e+01 5.996198388973249943e-02 8.101430588441185798e-02 5.908525456474816168e-02 -2.130187028235210576e-03 -4.933277670282374544e-03 -1.258568866694674201e-03
